text,label,pro_text_no_angka
lokasi cukup sulit ditemukan karena minim nya penunjuk arah . ketika kami akan reservasi tempat ternyata tidak bisa karena liburan sehingga begitu tiba di sana akhir pekan antrean sudah mencapai puluhan !! . setelah sekitar 40 menit yang melelahkan walaupun sudah diselingi es lilin melihat lihat pasar mini ahir nya kami dapat saung . menu yang kami pilih cukup oke datang dengan cepat .,positive,lokasi cukup sulit temu karena minim nya tunjuk arah ketika kami akan reservasi tempat nyata tidak bisa karena libur sehingga begitu tiba di sana akhir pekan antre sudah capai puluh telah sekitar    menit yang lelah walaupun sudah ling es lilin lihat lihat pasar mini akhir nya kami dapat saung menu yang kami pilih cukup oke datang dengan cepat
saya bela belain dari bogor 7 jam demi makan sup buntut nya tetapi saya tunggu dari jam 8.30 belum buka juga . akhir saya datang jam 10.00 . pesan sup buntut belum ada dengan alasan tadi malam ramai jadi chef nya masih tar . wow alasan macam apa seperti itu ? beda sekali waktu saya makan 1 tahun yang lalu ya . tempat sangat kotor seperti tidak niat punya usaha .,negative,saya bela bela dari bogor   jam demi makan sup buntut nya tetapi saya tunggu dari jam      belum buka juga akhir saya datang jam       pesan sup buntut belum ada dengan alas tadi malam ramai jadi chef nya masih tar wah alas macam apa seperti itu beda sekali waktu saya makan   tahun yang lalu ya tempat sangat kotor seperti tidak niat punya usaha
"tongseng , gule kambing , nasi cumi teh terbaik banget . gulai nya gila parah enak nya . daging nya empuk banget , benar-benar puas makan nya .",positive,tongseng gule kambing nasi cumi teh baik banget gulai nya gila parah enak nya daging nya empuk banget benar puas makan nya
"pak jokowi tidak punya bukti , cuma punya janji",negative,pak jokowi tidak punya bukti cuma punya janji
"makan malam di padma dengan pemandangan yang sangat indah , romantis dengan pepohonan . anak-anak memesan the hulk dan captain america dengan cotton candy dan marshmallow diatas nya , cantik sekali . nasi goreng cimbuleuit sangat enak dan worth it harga nya . thanks to diah , artha , eldy , reza untuk pelayanan yang luar biasa . pasti bakal sering-sering datang lagi ke sini .",positive,makan malam di padma dengan pandang yang sangat indah romantis dengan pohon anak mes the hulk dan captain america dengan cotton candy dan marshmallow di atas nya cantik sekali nasi goreng cimbuleuit sangat enak dan worth it harga nya terima kasih to diah artha eldy reza untuk layan yang luar biasa pasti bakal sering datang lagi ke sini
"prefer traveloka daripada airy , alasan nya karena traveloka lebihm murah dan lengkap ahahha",positive,prefer traveloka daripada airy alas nya karena traveloka lebihm murah dan lengkap ahahha
"makanan di sini enak-enak dengan banyak variasi . semuanya enak dengan pemandangan bagus . pelayanan yang maksimal dari mbak diah , echa , dan gina as a gro dari awal datang sampai selesai dilayani dengan sangat baik .",positive,makan di sini enak dengan banyak variasi semua enak dengan pandang bagus layan yang maksimal dari mbak diah echa dan gina as a gro dari awal datang sampai selesai layan dengan sangat baik
"kami berkunjung ke restoran ini pada malam hari . wow , tempat nya sangat romantis . lilin , jalan mendaki , konsep lesehan di tengah suara air terjun yang cukup dekat membuat suasana makan lebih nikmat . jika anda datang ke tempat ini sebaiknya pesan dulu karena waktu kami ke sana , kami menunggu 5 menit - an sebelum kami dapat tempat makan .",positive,kami kunjung ke restoran ini pada malam hari wah tempat nya sangat romantis lilin jalan daki konsep leseh di tengah suara air terjun yang cukup dekat buat suasana makan lebih nikmat jika anda datang ke tempat ini baik pesan dulu karena waktu kami ke sana kami tunggu   menit   an belum kami dapat tempat makan
"pada bulan september 2016 lalu , kami beserta keluarga besar mampir ke pampung daun , tempat nya nyaman dan bagus untuk bersantai , udara nya dingin sejuk . kami beserta rombongan menikmati suasana di kampung daun , kami memesan beberapa minuman hangat seperti bandrek , sekoteng , teh dll. tempat ini sangat nyaman dan sangat cocok untuk bersantai menikmati dingin nya udara lembang . suasana nya berkesan seperti di kampung .",positive,pada bulan september      lalu kami serta keluarga besar mampir ke pampung daun tempat nya nyaman dan bagus untuk santa udara nya dingin sejuk kami serta rombong nikmat suasana di kampung daun kami mes beberapa minum hangat seperti bandrek sekoteng teh dll tempat ini sangat nyaman dan sangat cocok untuk santa nikmat dingin nya udara lembang suasana nya kesan seperti di kampung
"tempat yang luas , bersih , menu makanan yang beragam dan lezat , pelayanan yang ramah . lokasi yang tidak jauh dari pvj",positive,tempat yang luas bersih menu makan yang agam dan lezat layan yang ramah lokasi yang tidak jauh dari pvj
sudah berkali-kali ke sini tetapi kedatangan kali ini mengecewakan . lalat banyak sekali walau sudah pakai 2 lilin .,negative,sudah kali ke sini tetapi datang kali ini kecewa lalat banyak sekali walau sudah pakai   lilin
"surat dakwaan dianggap tidak sah , jaksa kpk jawab eksepsi setya novanto",neutral,surat dakwa anggap tidak sah jaksa komisi berantas korupsi jawab eksepsi setya novanto
"nama nya warung tetapi ini seperti kafe saja , menu yang dimenyediakan cukup terjangkau buat kantong kita . tempat nya ditengah kota bandung , mudah di jangkau . menu mei instan di sini tersaji dengan berbagai toping yang unik-unik . perlu dicoba saat berkunjung ke bandung",positive,nama nya warung tetapi ini seperti kafe saja menu yang sedia cukup jangkau buat kantong kita tempat nya tengah kota bandung mudah di jangkau menu mei instan di sini saji dengan bagai toping yang unik perlu coba saat kunjung ke bandung
"kalau mampir ke bandung , jangan lupa nyicip bubur ayam hamid . asli , enak banget , beda dengan bubur ayam di tempat lain . suiran ayam nya lumayan banyak , bumbu nya juga terasa banget , apalagi jika kita makan nya ditambah sate ampela atau usus . dijamin bakal ketagihan !",positive,kalau mampir ke bandung jangan lupa cicip bubur ayam hamid asli enak banget beda dengan bubur ayam di tempat lain suiran ayam nya lumayan banyak bumbu nya juga asa banget apalagi jika kita makan nya tambah sate ampela atau usus jamin bakal tagih
"menu bervariasi , tersedia menu rumahan maupun khas sunda lainnya . makanan nya enak dengan harga terjangkau . suasana resto nyaman , santai , cocok untuk keluarga maupun teman",positive,menu variasi sedia menu rumah maupun khas sunda lain makan nya enak dengan harga jangkau suasana resto nyaman santai cocok untuk keluarga maupun teman
"sambal nya bikin ketagihan , rasa ayam nya tidak ada dua nya , pelayanan nya oke , lingkungan unik dan pas untuk bawa keluarga",positive,sambal nya bikin tagih rasa ayam nya tidak ada dua nya layan nya oke lingkung unik dan pas untuk bawa keluarga
saya sangat tidak gelisah atau bimbang jika jokowi naik lagi . saya justru mendukung beliau untuk jadi presiden lagi .,positive,saya sangat tidak gelisah atau bimbang jika jokowi naik lagi saya justru dukung beliau untuk jadi presiden lagi
sebelumnya aku mau cerita nih tangan ku yang tiba tiba wangi pas berburu merch hehe . jadi kan aku itu ingin banget kan kipas nya mono yang kuning nh tapi sebelum icjkt dia cuma announce yang warna pink ya agak kecewa sih tetapi yaudahlah .,negative,belum aku mau cerita nih tangan ku yang tiba tiba wangi pas buru merch hehe jadi kan aku itu ingin banget kan kipas nya mono yang kuning nih tapi belum icjkt dia cuma announce yang warna merah muda ya agak kecewa sih tetapi ya sudah
"mohon bantuan nya , kami pelanggan , kami sudah redeem poin dari tanggal 19 juli 2018 dengan order tetapi sampai hari ini 10 september 2018 ini barang yang kami redeem belum ada kejelasan padahal poin sudah terpotong . sangat mengecewakan .",negative,mohon bantu nya kami langgan kami sudah redeem poin dari tanggal    juli      dengan order tetapi sampai hari ini    september      ini barang yang kami redeem belum ada jelas padahal poin sudah potong sangat kecewa
"minimal ini bagaimana claim unlimited youtube , masa iya tetap dipotong kuota utama nya , alay dah .",negative,minimal ini bagaimana klaim unlimited youtube masa iya tetap potong kuota utama nya alay sudah
prabowo hargai sikap yenny wahid karena akui murid gus dur,neutral,prabowo harga sikap yenny wahid karena aku murid gus dur
"walaupun tempat nya tidak seterkenal tempat makan jepang lainnya , tapi untuk urusan rasanya cukup enak kok , suasana nya pun dapat . masakan olahan jepang nya cukup otentik",positive,walaupun tempat nya tidak kenal tempat makan jepang lain tapi untuk urus rasa cukup enak kok suasana nya pun dapat masakan olah jepang nya cukup otentik
"buat kamu-kamu yang ingin suasa nya yang romantis . di sini deh tempat nya . pemandangan nya juga bagus buat foto-foto . atau buat lagi yang coupel an nih . pas banget nih tempat yang satu ini . maxi resto . ayo dicoba ke sini . tempat nya nongkrong , pertemuan . makan nya juga enak dari steak nya . minuman nya juga lho teman-teman . ayo cobain ya",positive,buat kamu yang ingin suasa nya yang romantis di sini deh tempat nya pandang nya juga bagus buat foto atau buat lagi yang coupel an nih pas banget nih tempat yang satu ini maxi resto ayo coba ke sini tempat nya nongkrong temu makan nya juga enak dari steak nya minum nya juga lo teman ayo coba ya
"daripada agama lu , masa beribadah cuman1 kali seminggu goblok lu",negative,daripada agama kamu masa ibadah cuman  kali minggu goblok kamu
"pilih tempat yang atas langsung dapat sunset pemandangan , makanan nya enak ala sunda dan terjangkau , tetapi makin malam makin dingin di lembang , jadi tidak lama setelah makan langsung pulang . selanjutnya mau mampir ke sini kalau lagi di lembang .",positive,pilih tempat yang atas langsung dapat sunset pandang makan nya enak ala sunda dan jangkau tetapi makin malam makin dingin di lembang jadi tidak lama telah makan langsung pulang lanjut mau mampir ke sini kalau lagi di lembang
pemandangan bagus makanan cukup enak romantis arsitektur menarik pelayanan baik letak nya agak tersembunyi kelas menengah,positive,pandang bagus makan cukup enak romantis arsitektur tarik layan baik letak nya agak sembunyi kelas tengah
dia menganggap orang net itu bodoh dan saya mau dia itu di copot saja dari jabatan menteri . menteri apa yang begini,negative,dia anggap orang net itu bodoh dan saya mau dia itu di copot saja dari jabat menteri menteri apa yang begini
"porto yang arti nya pelabuhan , memiliki aneka makanan dari berbagai pelabuhan di dunia . tempat nya dari bangunan belanda , dan dihias secara apik . menyediakan brunch , afternoon tea dan aneka steak . saya memesan steak dengan aneka bumbu , dagingu nya lembut dan bumbu nya enak-enak .",positive,porto yang arti nya labuh milik aneka makan dari bagai labuh di dunia tempat nya dari bangun belanda dan hias cara apik sedia brunch afternoon tea dan aneka steak saya mes steak dengan aneka bumbu dagingu nya lembut dan bumbu nya enak
kenapa jokowi tidak memenuhi janji kampanye malah membangun infrastruktur yang tidak ada dalam janji kampanye nya,negative,kenapa jokowi tidak penuh janji kampanye malah bangun infrastruktur yang tidak ada dalam janji kampanye nya
sehat terus ya pak said biar bisa terus membantu membangun negeri ini .,negative,sehat terus ya pak said biar bisa terus bantu bangun negeri ini
"saya mencoba makanan di sana bersama dengan teman-teman dari korea , komentar mereka adalah rasa dan menu makanan sangat menyerupai dengan yang biasa mereka makan di korea , tetapi disain tempat nya tidak semuanya sesuai . semula mereka berpikir bahwa tempat ini adalah chinese makanan",positive,saya coba makan di sana sama dengan teman dari korea komentar mereka adalah rasa dan menu makan sangat rupa dengan yang biasa mereka makan di korea tetapi disain tempat nya tidak semua sesuai mula mereka pikir bahwa tempat ini adalah cina makan
"saya mencoba ayam bakar manis nasi merah . rasanya lezat . bumbu nya meresap sampai ke bagian dalam ayam nya . karena tidak memesan banyak , saya tidak bisa banyak mereview makanan lainnya . yang saya tahu ada beberapa macam sambal di sini yang patut dicoba dengan tingkat kepedasan yang berbeda beda . yang menyukai masakan ayam dan sambal , resto ini patut untuk dicoba .",positive,saya coba ayam bakar manis nasi merah rasa lezat bumbu nya resap sampai ke bagi dalam ayam nya karena tidak mes banyak saya tidak bisa banyak mereview makan lain yang saya tahu ada beberapa macam sambal di sini yang patut coba dengan tingkat pedas yang beda beda yang suka masakan ayam dan sambal resto ini patut untuk coba
"salah satu tempat di braga yang asik untuk nongkrong bersama teman , desain interior yang menarik yaitu cina tempo dulu . makanan yang ditawarkan juga lumayan enak tetapi tidak terlalu banyak menu yang ditawarkan dengan harga yang cukup terjangkau , pelayan cukup ramah mungkin memang ditujukan untuk makanan atau camilan ringan saja . pokok nya mak menyuus .",positive,salah satu tempat di braga yang asyik untuk nongkrong sama teman desain interior yang tarik yaitu cina tempo dulu makan yang tawar juga lumayan enak tetapi tidak terlalu banyak menu yang tawar dengan harga yang cukup jangkau layan cukup ramah mungkin memang tuju untuk makan atau camil ringan saja pokok nya mak menyuus
ini adalah lokasi dengan tema yang unik . bersantap asik dengan rasa seperti makan di tengah sawah membuat nafsu makan menjadi bertambah,positive,ini adalah lokasi dengan tema yang unik santap asyik dengan rasa seperti makan di tengah sawah buat nafsu makan jadi tambah
"saya tertarik mencoba ke sini karena kategori dari tripadvisor yaitu makanan eropa dan spanyol . saya tanya ke pelayan , rupanya tempat ini tidak menyediakan masakan spanyol . menu di sini mix antara barat dan indonesia . waktu menunggu tidak lama , rasa juga enak . di setiap meja ada stop kontak colokan listrik . baru pertama kali saya ke restoran yang menyediakan layanan ini .",positive,saya tarik coba ke sini karena kategori dari tripadvisor yaitu makan eropa dan spanyol saya tanya ke layan rupa tempat ini tidak sedia masakan spanyol menu di sini mix antara barat dan indonesia waktu tunggu tidak lama rasa juga enak di tiap meja ada stop kontak colok listrik baru pertama kali saya ke restoran yang sedia layan ini
